"","CRUISE","VESSEL","SPN","POT_ID","BUOY","LAT_DD","LON_DD","DATE_HAUL","TIME_HAUL","SOAK_TIME","DEPTH_F","SPECIES_CODE","SEX","LENGTH","WIDTH","SAMPLING_FACTOR","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","DISEASE_CODE","DISEASE_DORSAL","DISEASE_VENTRAL","DISEASE_LEGS","CHELA_HEIGHT","MERUS_LENGTH","COMMENTS","NOTES"
"37",202201,"Summer Bay",26,"G50","XX64",56.1743333333333,-161.55,"3/20/2023","23:57",37.4333333333333,29.4,69322,2,132.88,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"38",202201,"Summer Bay",26,"G50","XX64",56.1743333333333,-161.55,"3/20/2023","23:57",37.4333333333333,29.4,69322,2,123.01,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"39",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,1,164.13,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"40",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,1,150.11,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"41",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,1,128.02,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"42",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,1,142.31,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"43",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,1,157.61,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"44",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,1,137.92,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"45",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,2,140.2,NA,1,2,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"46",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,2,122.26,NA,1,2,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"47",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,2,131.44,NA,1,2,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"48",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,2,154.86,NA,1,2,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"49",202201,"Summer Bay",28,"G48","XXNICK",56.2411666666667,-161.546666666667,"3/20/2023","23:15",36.1,32.8,69322,2,143.4,NA,1,3,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"50",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,1,144.32,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"51",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,1,145.53,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"52",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,1,152.1,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"53",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,1,151.11,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"54",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,1,139.71,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"55",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,1,124.77,NA,1,4,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"56",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,2,119.59,NA,1,2,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"57",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,2,151.96,NA,1,2,2,1,6,44,NA,NA,NA,NA,NA,NA,NA,""
"58",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,2,127.5,NA,1,2,2,1,6,44,NA,NA,NA,NA,NA,NA,NA,""
"59",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,2,123.3,NA,1,2,2,1,6,44,NA,NA,NA,NA,NA,NA,NA,""
"60",202201,"Summer Bay",29,"G47","XX48",56.2743333333333,-161.544666666667,"3/20/2023","22:54",35.4333333333333,33,69322,2,143.5,NA,1,2,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"61",202201,"Summer Bay",30,"G46","XX117",56.307,-161.5435,"3/20/2023","22:33",34.7833333333333,33.6,69322,1,155.75,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ABSC_Y_398"
"62",202201,"Summer Bay",30,"G46","XX117",56.307,-161.5435,"3/20/2023","22:33",34.7833333333333,33.6,69322,1,146.11,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ABSC_Y_398"
"63",202201,"Summer Bay",30,"G46","XX117",56.307,-161.5435,"3/20/2023","22:33",34.7833333333333,33.6,69322,1,143.3,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ABSC_Y_398"
"64",202201,"Summer Bay",30,"G46","XX117",56.307,-161.5435,"3/20/2023","22:33",34.7833333333333,33.6,69322,1,122.47,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ABSC_Y_398"
"65",202201,"Summer Bay",30,"G46","XX117",56.307,-161.5435,"3/20/2023","22:33",34.7833333333333,33.6,69322,1,129.61,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ABSC_Y_398"
"66",202201,"Summer Bay",30,"G46","XX117",56.307,-161.5435,"3/20/2023","22:33",34.7833333333333,33.6,69322,1,149.27,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ABSC_Y_398"
"67",202201,"Summer Bay",30,"G46","XX117",56.307,-161.5435,"3/20/2023","22:33",34.7833333333333,33.6,69322,1,141.31,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ABSC_Y_398"
"68",202201,"Summer Bay",30,"G46","XX117",56.307,-161.5435,"3/20/2023","22:33",34.7833333333333,33.6,69322,2,138.57,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,"ABSC_Y_398"
"69",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,1,105.34,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"70",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,1,120.34,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"71",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,1,105.46,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"72",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,1,150.65,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"73",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,1,145.49,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"74",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,1,155.33,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"75",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,1,137.01,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"76",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,2,152.83,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"77",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,2,119.97,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"78",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,2,125.87,NA,1,3,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"79",202201,"Summer Bay",31,"G45","XX163",56.3406666666667,-161.541166666667,"3/20/2023","22:10",34.0833333333333,33.7,69322,2,88.49,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"80",202201,"Summer Bay",32,"G44","XX129",56.3745,-161.5405,"3/20/2023","21:46",33.35,35.8,69322,1,130.55,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"81",202201,"Summer Bay",32,"G44","XX129",56.3745,-161.5405,"3/20/2023","21:46",33.35,35.8,69322,1,91.07,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"82",202201,"Summer Bay",32,"G44","XX129",56.3745,-161.5405,"3/20/2023","21:46",33.35,35.8,69322,1,127.41,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"83",202201,"Summer Bay",32,"G44","XX129",56.3745,-161.5405,"3/20/2023","21:46",33.35,35.8,69322,1,147,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"84",202201,"Summer Bay",32,"G44","XX129",56.3745,-161.5405,"3/20/2023","21:46",33.35,35.8,69322,1,127.97,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"85",202201,"Summer Bay",32,"G44","XX129",56.3745,-161.5405,"3/20/2023","21:46",33.35,35.8,69322,2,93.2,NA,1,2,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"86",202201,"Summer Bay",32,"G44","XX129",56.3745,-161.5405,"3/20/2023","21:46",33.35,35.8,69322,2,102.71,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"87",202201,"Summer Bay",33,"G43","XX106",56.4068333333333,-161.538833333333,"3/20/2023","21:23",32.6666666666667,34.7,69322,1,84.9,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ADFG_B_257"
"88",202201,"Summer Bay",33,"G43","XX106",56.4068333333333,-161.538833333333,"3/20/2023","21:23",32.6666666666667,34.7,69322,1,128.5,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ADFG_B_257"
"89",202201,"Summer Bay",33,"G43","XX106",56.4068333333333,-161.538833333333,"3/20/2023","21:23",32.6666666666667,34.7,69322,1,91.11,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ADFG_B_257"
"90",202201,"Summer Bay",33,"G43","XX106",56.4068333333333,-161.538833333333,"3/20/2023","21:23",32.6666666666667,34.7,69322,1,134.08,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ADFG_B_257"
"91",202201,"Summer Bay",33,"G43","XX106",56.4068333333333,-161.538833333333,"3/20/2023","21:23",32.6666666666667,34.7,69322,1,133.58,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ADFG_B_257"
"92",202201,"Summer Bay",33,"G43","XX106",56.4068333333333,-161.538833333333,"3/20/2023","21:23",32.6666666666667,34.7,69322,1,133.57,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ADFG_B_257"
"93",202201,"Summer Bay",33,"G43","XX106",56.4068333333333,-161.538833333333,"3/20/2023","21:23",32.6666666666667,34.7,69322,1,134.17,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ADFG_B_257"
"94",202201,"Summer Bay",33,"G43","XX106",56.4068333333333,-161.538833333333,"3/20/2023","21:23",32.6666666666667,34.7,69322,1,128.92,NA,1,3,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,"ADFG_B_257"
"95",202201,"Summer Bay",33,"G43","XX106",56.4068333333333,-161.538833333333,"3/20/2023","21:23",32.6666666666667,34.7,69322,2,105.3,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,"ADFG_B_257"
"96",202201,"Summer Bay",33,"G43","XX106",56.4068333333333,-161.538833333333,"3/20/2023","21:23",32.6666666666667,34.7,69322,2,99.45,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,"ADFG_B_257"
"97",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,1,129.67,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"98",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,1,140.57,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"99",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,1,139.93,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"100",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,1,114.3,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"101",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,1,93.96,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"102",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,1,102.07,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"103",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,1,88.27,NA,1,2,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,""
"104",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,141,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"105",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,157.67,NA,1,3,2,2,6,44,NA,NA,NA,NA,NA,NA,NA,""
"106",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,107.44,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"107",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,90.57,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"108",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,95.8,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"109",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,101.99,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"110",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,109.6,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"111",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,101.95,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"112",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,106.08,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"113",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,96.07,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"114",202201,"Summer Bay",34,"G42","XX104",56.44,-161.537,"3/20/2023","20:59",31.95,34.8,69322,2,106.47,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"115",202201,"Summer Bay",35,"G41","XX123",56.4738333333333,-161.534666666667,"3/20/2023","20:32",31.1833333333333,35.9,69322,1,118.61,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,"ABSC_Y_409"
"116",202201,"Summer Bay",35,"G41","XX123",56.4738333333333,-161.534666666667,"3/20/2023","20:32",31.1833333333333,35.9,69322,1,110.71,NA,1,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,"ABSC_Y_409"
"117",202201,"Summer Bay",36,"G40","XX31",56.507,-161.533,"3/20/2023","20:07",30.45,34.9,69322,2,104.7,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"118",202201,"Summer Bay",36,"G40","XX31",56.507,-161.533,"3/20/2023","20:07",30.45,34.9,69322,2,99.04,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"119",202201,"Summer Bay",36,"G40","XX31",56.507,-161.533,"3/20/2023","20:07",30.45,34.9,69322,2,102.19,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"120",202201,"Summer Bay",36,"G40","XX31",56.507,-161.533,"3/20/2023","20:07",30.45,34.9,69322,2,109.49,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
"121",202201,"Summer Bay",36,"G40","XX31",56.507,-161.533,"3/20/2023","20:07",30.45,34.9,69322,2,117.86,NA,1,2,2,1,5,44,NA,NA,NA,NA,NA,NA,NA,""
